"","income"
"9739",140348.364137541
"9740",30178.6289874502
"9741",68932.4557610159
"9742",21735.8933700383
"9743",8779.52772099559
"9744",37196.5958399641
"9745",36108.4566650344
"9746",358644.652790572
"9747",80639.1335806147
"9748",68665.149784751
"9749",34757.5317029631
"9750",291400.379759676
"9751",82457.9730704589
"9752",19230.3482335476
"9753",61743.8777910532
"9754",24985.7848262254
"9755",22728.9781850905
"9756",21121.8155844755
"9757",89971.2784098195
"9758",15571.3184583112
"9759",15700.948226695
"9760",60871.0188712085
"9761",5421.48503314555
"9762",2229.93835736778
"9763",85195.4433699787
"9764",33974.3641233493
"9765",505742.9456023
"9766",142244.934489746
"9767",20432.9265070953
"9768",59791.3687019104
"9769",31257.334589268
"9770",28134.8868073037
"9771",41455.0420489561
"9772",12925.928313122
"9773",506469.730242325
"9774",117804.616480257
"9775",80914.1252966761
"9776",15022.3681134255
"9777",41854.4748388599
"9778",70354.4213732719
"9779",168690.245984472
"9780",90310.403825475
"9781",2069654.77169469
"9782",19187.5379477848
"9783",84781.4445671376
"9784",38348.4275776381
"9785",76525.4149420456
"9786",90655.0517683755
"9787",19568.1570344313
"9788",10371.861611973
"9789",36049.8944095153
"9790",10315.7544120186
"9791",90899.6044911461
"9792",168481.84077042
"9793",132304.099835372
"9794",24277.5432386184
"9795",-190.352146273524
"9796",59614.2109110568
"9797",89983.9318824614
"9798",95282.745376891
"9799",51587.4096130182
"9800",8495.59724419708
"9801",66694.4817277236
"9802",23978.6037476636
"9803",23547.9543029348
"9804",87007.1510391602
"9805",2069387.04147792
"9806",23379.1031362971
"9807",8525.33061259879
"9808",178026.440583896
"9809",6016.06663431473
"9810",159898.250920566
"9811",44156.2839095385
"9812",-84.0773306360566
"9813",290525.691826218
"9814",12773.6258684907
"9815",131530.303293826
"9816",18089.6762955415
"9817",127306.969755582
"9818",50387.72280945
"9819",131367.748171925
"9820",77322.793583871
"9821",8450.32994850971
"9822",177052.045450187
"9823",17190.7318886143
"9824",74591.3225342312
"9825",9944.94467336069
"9826",50977.9521565121
"9827",2070660.25023645
"9828",23945.0633153489
"9829",62906.4500472692
"9830",15374.9333397418
"9831",115989.678879946
"9832",62129.7107905572
"9833",167758.164504948
"9834",291131.120993107
"9835",3926.99444481514
"9836",34110.724558093
"9837",13801.6557720292
"9838",50188.2899146267
"9839",125772.110422884
"9840",22262.0941867416
"9841",2745.93819773202
"9842",44618.5153852136
"9843",27526.4625579624
"9844",50531.0283527896
"9845",68897.4466984467
"9846",28185.9759859856
"9847",18478.0311659927
"9848",21390.5968399981
"9849",39692.5189465827
"9850",9171.58093176426
"9851",68109.1910144274
"9852",47168.9288766953
"9853",14004.9640339033
"9854",72862.5024361503
"9855",71828.3916716486
"9856",29891.2653613782
"9857",23856.8691765571
"9858",73745.8433714556
"9859",11523.832785922
"9860",12341.9774698727
"9861",97368.5927614018
"9862",5339.37124126786
"9863",23879.1754685671
"9864",41315.390490131
"9865",98079.422799323
"9866",153479.495769452
"9867",33866.4186931302
"9868",15781.7348304946
"9869",18244.267835186
"9870",179144.583019806
"9871",43435.3526998614
"9872",8792.83184535918
"9873",70956.0643286125
"9874",23586.3121655146
"9875",27658.5283622198
"9876",12205.5087590098
"9877",2323.4547529144
"9878",14189.5698255493
"9879",42301.1168047835
"9880",98784.7006484728
"9881",92384.3920878294
"9882",27095.4716337206
"9883",23919.3375243453
"9884",56604.8529064834
"9885",87938.7862027115
"9886",176105.978551388
"9887",31529.3639580878
"9888",73163.5067344899
"9889",5979.19653181776
"9890",117506.639977504
"9891",61166.4208120402
"9892",9752.521301892
"9893",16835.7053034924
"9894",5202.65838511674
"9895",96261.9052115007
"9896",80942.7920620642
"9897",178033.3747979
"9898",27449.1510201659
"9899",18784.0888211184
"9900",36408.2818298893
"9901",9191.55291754174
"9902",11749.8254855229
"9903",117757.595309482
"9904",72837.9687260265
"9905",32871.8817823223
"9906",19501.119565498
"9907",175893.759771401
"9908",147571.765658876
"9909",74195.7367526597
"9910",37590.6186817023
"9911",47319.0712448657
"9912",200402.826681528
"9913",59056.7528413893
"9914",73058.1853506204
"9915",75733.2278472216
"9916",92854.3166152867
"9917",162652.025212285
"9918",46397.9733415337
"9919",37297.3558955801
"9920",7413.36065151476
"9921",14303.2726053292
"9922",38282.800718224
"9923",7608.12597644484
"9924",61416.460869078
"9925",72744.9847376664
"9926",118374.27469888
"9927",40093.7360968034
"9928",28152.5258079494
"9929",65130.4457007045
"9930",63788.5325235561
"9931",5936.43717039936
"9932",10210.9553115421
"9933",27027.605929302
"9934",43871.8051031225
"9935",20068.427095254
"9936",18584.9357939725
"9937",38976.989337146
"9938",19865.460719422
"9939",81735.0751011625
"9940",23813.3138121333
"9941",88670.8550941942
"9942",35686.3282948906
"9943",9896.60085880568
"9944",25357.5112068771
"9945",9789.25384089778
"9946",21372.5655061189
"9947",41081.4568089413
"9948",69324.3501516957
"9949",177586.789030945
"9950",292748.762598656
"9951",106033.359494008
"9952",17789.4282502233
"9953",8038.77217699724
"9954",198685.053817572
"9955",118134.506991816
"9956",76200.3187581903
"9957",22758.3178573565
"9958",75574.0161786017
"9959",138025.459919059
"9960",42197.6416896712
"9961",26778.7406531824
"9962",-1082.08416853061
"9963",16025.8646965763
"9964",35841.9139211397
"9965",47587.5608339353
"9966",30453.430101566
"9967",86960.7773997216
"9968",28937.8011741446
"9969",21903.7885503771
"9970",29605.6611858773
"9971",178600.208142414
"9972",52219.8478358826
"9973",32711.2642171038
"9974",7425.93161177274
"9975",11734.9438583797
"9976",47352.8758166049
"9977",32589.7637011419
"9978",48314.8273980072
"9979",96895.0867611513
"9980",2070134.97777597
"9981",41250.5056597619
"9982",1954.27102294915
"9983",58925.8308396456
"9984",102621.778887136
"9985",73121.9474543856
"9986",24773.0259037654
"9987",47236.6210567959
"9988",73773.5497204391
"9989",12596.9486684961
"9990",813880.605753925
"9991",33900.670674081
"9992",71870.0043759858
"9993",42945.1706344621
"9994",13023.1096450568
"9995",160897.627561041
"9996",61962.3989841543
"9997",52788.3434780731
"9998",86914.3001916492
"9999",76345.0339813619
"10000",55854.5858317833
"10001",13758.3225504088
"10002",60824.7996419113
"10003",44738.6303148703
"10004",105774.48087821
"10005",11013.9830350489
"10006",46631.3120679571
"10007",16276.5583732328
"10008",25762.1644010879
"10009",13371.240305377
"10010",18136.7177560296
"10011",98020.8398444034
"10012",23142.2654405121
"10013",67764.7217353949
"10014",44598.4594606578
"10015",49846.9307322081
"10016",31962.0571146079
"10017",155361.015700784
"10018",36398.5559533595
"10019",30438.8183125585
"10020",63969.096412786
"10021",8340.69115186973
"10022",28729.3895348216
"10023",26930.2226895851
"10024",14412.187486934
"10025",101058.055293962
"10026",32265.0064848135
"10027",93898.7009324413
"10028",7597.26326743739
"10029",85041.1944134346
"10030",137112.607335524
"10031",94296.0712429045
"10032",11386.4007421504
"10033",20146.9853819414
"10034",8704.10274524016
"10035",44104.9348753356
"10036",26975.6414504133
"10037",9828.94683256962
"10038",12213.0381403458
"10039",361787.588008223
"10040",15546.7162347957
"10041",816002.986570717
"10042",16204.0901909611
"10043",19506.5669461169
"10044",34317.9587855521
"10045",41251.4991575423
"10046",360644.120731765
"10047",20848.3846604536
"10048",23958.9053674888
"10049",32752.1922185591
"10050",11727.1395308616
"10051",18581.3132143609
"10052",43059.5080366499
"10053",29758.4193748104
"10054",52744.8246004733
"10055",92870.5048816968
"10056",20280.2414701365
"10057",12883.0665787587
"10058",50214.8792753472
"10059",30863.4594618752
"10060",116627.783327757
"10061",1909.4861733661
"10062",69541.7600073083
"10063",95760.3052160525
"10064",20372.1539236821
"10065",39802.9536859229
"10066",22879.0740492893
"10067",62389.070412367
"10068",816472.255410587
"10069",28449.1662593546
"10070",75864.6845941996
"10071",14986.7467821408
"10072",14730.0063385766
"10073",33128.1221375019
"10074",97746.3552133279
"10075",188591.651269862
"10076",28681.1129062392
"10077",56146.1123857682
"10078",80166.3540098459
"10079",89757.6230935217
"10080",108855.38619603
"10081",131775.227664378
"10082",57337.1067780341
"10083",20736.6018653304
"10084",11709.4293859187
"10085",200000.891312922
"10086",47201.2704392523
"10087",8681.99906800501
"10088",21102.2149786634
"10089",84919.8369191954
"10090",66453.4291666443
"10091",38954.9601020492
"10092",48467.4358085811
"10093",82663.5442312413
"10094",17993.9428072598
"10095",8545.59258568606
"10096",70355.7641945089
"10097",10442.3841042394
"10098",17269.9894432451
"10099",108934.030319794
"10100",86630.5455786652
"10101",33426.0259289473
"10102",24625.5031331521
"10103",124078.541011086
"10104",160068.075593054
"10105",72956.5768048147
"10106",49464.4323111177
"10107",94802.0647907822
"10108",20057.6449077555
"10109",95579.7144191995
"10110",13201.3414777952
"10111",51217.5877220539
"10112",506094.511416704
"10113",3608.47702462736
"10114",77840.0191399589
"10115",1938.24060945016
"10116",234816.26953222
"10117",2068719.34511027
"10118",43988.6690031985
"10119",83121.2175703947
"10120",290907.573795514
"10121",134825.203626963
"10122",6846.99144460365
"10123",18860.0266894271
"10124",20883.3714085687
"10125",235959.714021643
"10126",13414.0271540988
"10127",35170.898672029
"10128",135418.34661242
"10129",7310.43036147463
"10130",83129.3400824444
"10131",45649.5448964889
"10132",4348.23052512271
"10133",32901.6923929362
"10134",33697.5544918325
"10135",49846.6176560494
"10136",31861.5651614692
"10137",36298.6344943479
"10138",292494.320998744
"10139",18803.6301925356
"10140",3218.12024466086
"10141",20358.7029536727
"10142",69899.4664792563
"10143",82261.2397603499
"10144",160716.82335142
"10145",62774.8732187732
"10146",17085.9995675852
"10147",289787.466968237
"10148",291151.246897615
"10149",16566.2274096116
"10150",10055.2365816783
"10151",10756.393013912
"10152",26728.5016466178
"10153",39509.9953399947
"10154",20728.2912599484
"10155",66885.7603058935
"10156",20790.675364842
"10157",7760.99485156109
"10158",33951.0955969751
"10159",19405.1321174615
"10160",125437.181024655
"10161",12348.3288799252
"10162",10598.6107785852
"10163",105056.724169843
"10164",118601.520510728
"10165",15605.0190805928
"10166",71052.3715852284
"10167",160087.584883332
"10168",7493.61314380798
"10169",14480.1707851581
"10170",72765.5541594599
"10171",68436.4105605095
"10172",21394.0449351422
"10173",37406.6379263891
"10174",70712.1271777367
"10175",46673.0036060166
"10176",9159.95923337398
"10177",18822.97736759
"10178",115401.639862297
"10179",12024.3229281955
"10180",186384.677877189
"10181",21178.9495145461
"10182",72240.7110110294
"10183",815863.070723974
"10184",5576.80836108799
"10185",34903.382908491
"10186",26567.8424196084
"10187",19558.6930136473
"10188",68635.3287464592
"10189",48710.5376318192
"10190",41546.1294354945
"10191",12129.6947438578
"10192",290755.047961396
"10193",74064.0785139057
"10194",29865.4320324447
"10195",148455.897404562
"10196",19063.2293778899
"10197",147628.167907228
"10198",62099.7303910019
"10199",159949.171050677
"10200",4254.44569127663
"10201",28719.2719316549
"10202",178370.801219697
"10203",32980.7525361264
"10204",46655.9754028013
"10205",509138.467065413
"10206",124594.709668039
"10207",15332.8353126855
"10208",63183.1963523677
"10209",134636.247062566
"10210",72315.6991612814
"10211",18709.5014577166
"10212",45448.9010700667
"10213",20157.3165121001
"10214",101013.608620128
"10215",167840.975304891
"10216",20621.5213622637
"10217",51001.7515881017
"10218",42864.1648799358
"10219",5505.48347059061
"10220",22445.8689151177
"10221",153869.505301134
"10222",47895.1881431072
"10223",62753.8284574717
"10224",41093.7708534791
"10225",14312.2291536034
"10226",153188.218545382
"10227",32974.992850255
"10228",29797.2688125312
"10229",-1574.16850168506
"10230",45910.2622484226
"10231",58712.224671167
"10232",66068.9557089491
"10233",10645.3977441587
"10234",41814.0004403791
"10235",7140.62576018305
"10236",47502.9336796867
"10237",51048.2750800781
"10238",26808.8330715969
"10239",94493.5685677665
"10240",89718.1349335354
"10241",89104.6586172351
"10242",3915.53785202166
"10243",62265.949255204
"10244",199876.268641781
"10245",290520.021222908
"10246",20659.5421631951
"10247",28980.601432649
"10248",15600.7634770483
"10249",13266.7531514012
"10250",68318.5064990414
"10251",156321.710121895
"10252",35815.8533596844
"10253",117955.471097776
"10254",19402.2936493587
"10255",10777.4790675484
"10256",77450.4593160296
"10257",29676.0878544959
"10258",118313.213255177
"10259",17198.2788319081
"10260",19546.9743718698
"10261",17281.6294555134
"10262",51514.2674898649
"10263",8427.98254439909
"10264",24243.8244404296
"10265",83473.0104350258
"10266",32172.3767573
"10267",15070.0622522001
"10268",14926.6734626866
"10269",49291.3358956864
"10270",6308.08949120349
"10271",94078.4605154329
"10272",98740.0547289951
"10273",131861.46989996
"10274",30766.9796213088
"10275",71233.6624648928
"10276",7535.65636057844
"10277",10292.5166821792
"10278",31407.6346252025
"10279",24460.9412057605
"10280",49606.4997213956
"10281",66088.6423144347
"10282",8621.43505327724
"10283",49793.7233715899
"10284",32979.8697785425
"10285",26427.1533515698
"10286",66479.352787943
"10287",77833.6367280674
"10288",235991.339528216
"10289",235795.947534921
"10290",155331.121156439
"10291",91132.3061941872
"10292",26568.1164419063
"10293",168968.532345221
"10294",73801.1379091912
"10295",9017.89526532411
"10296",18724.828604833
"10297",75424.9667708042
"10298",154352.547638794
"10299",31696.9327673836
"10300",186862.298943914
"10301",13406.8569377142
"10302",233.003388269052
"10303",67149.8370183923
"10304",4208.02041393153
"10305",50260.7340124598
"10306",177753.225259295
"10307",80350.2064130156
"10308",7968.68970839528
"10309",30601.7075750646
"10310",18430.2809423097
"10311",44082.5167008172
"10312",234431.73351548
"10313",14838.3092153593
"10314",90840.7348651042
"10315",72451.957006979
"10316",19371.2976414045
"10317",54118.2754610254
"10318",76794.3033215994
"10319",117695.293922428
"10320",123737.953983866
"10321",13767.5386863813
"10322",131308.097917536
"10323",72528.4989174274
"10324",2069518.23922161
"10325",10835.1490858771
"10326",23829.4370877026
"10327",3351.25513716276
"10328",9340.03404645581
"10329",8343.9590047431
"10330",15209.8963204575
"10331",34495.1234808392
"10332",65147.0615396496
"10333",16899.6962659289
"10334",46773.2284802251
"10335",95570.9853385135
"10336",95261.8910665313
"10337",153308.011900521
"10338",408.605700475143
"10339",24599.8843300263
"10340",29756.7229856733
"10341",8224.79601989909
"10342",9970.95625463484
"10343",27690.0733410136
"10344",99587.3006600037
"10345",80281.3992928936
"10346",19632.0917657652
"10347",97395.9712804257
"10348",50327.1715373299
"10349",135.722376283027
"10350",168579.121767982
"10351",147394.111776548
"10352",22530.3111938185
"10353",26911.9836633366
"10354",101516.39534802
"10355",9065.93717467688
"10356",41264.97635169
"10357",89207.3947106637
"10358",86367.720578915
"10359",12280.1730159164
"10360",8718.49628175447
"10361",40026.7267191905
"10362",5519.30495154647
"10363",116802.801865094
"10364",71695.4372747761
"10365",94210.0369676222
"10366",44665.6305148626
"10367",88761.0528807781
"10368",103342.407673538
"10369",53369.6653148767
"10370",137426.690458869
"10371",27572.6065664963
"10372",15407.8234468455
"10373",24958.958787191
"10374",54779.3581589222
"10375",63248.5323774681
"10376",11162.3851349523
"10377",83274.9217875364
"10378",62155.0727535327
"10379",32171.9749178001
"10380",94317.7225943451
"10381",5787.18746618393
"10382",82137.7163896274
"10383",86289.9426159392
"10384",16696.537085384
"10385",31219.9202579137
"10386",2615.46261122838
"10387",78733.6862837937
"10388",20798.8599051231
"10389",47796.6686983613
"10390",84448.1953296714
"10391",41630.7642493508
"10392",28653.8900058273
"10393",34476.7833120623
"10394",236898.956161568
"10395",13678.2078128961
"10396",41443.7248950461
"10397",25273.6375150727
"10398",24153.8893791971
"10399",77715.1422061016
"10400",107753.440814989
"10401",11240.3319477376
"10402",27384.7748331731
"10403",37272.5840708716
"10404",186321.511483264
"10405",19420.1861124318
"10406",39461.4972255875
"10407",28597.7283238778
"10408",28807.2206919196
"10409",25077.6027931972
"10410",25091.8987685867
"10411",176159.989746054
"10412",6394.18513221089
"10413",32837.303164672
"10414",34786.2857588543
"10415",11374.0797747623
"10416",199687.918605913
"10417",18522.567306916
"10418",55468.1608062728
"10419",69292.3094220211
"10420",47029.3575848033
"10421",41619.9451145287
"10422",91917.1069346549
"10423",25156.6393693189
"10424",62450.4155605605
"10425",2070870.62540119
"10426",64510.3998237278
"10427",168701.487904069
"10428",7894.00291914369
"10429",73959.1415206986
"10430",35972.9143910078
"10431",33777.8065064375
"10432",35630.5005417434
"10433",36115.3100647273
"10434",88561.9286060137
"10435",199173.5283623
"10436",141120.672149576
"10437",76328.2189745173
"10438",83670.9045682601
"10439",49147.8281233208
"10440",506335.715446013
"10441",59012.2772036583
"10442",34797.3573724685
"10443",18267.2479014678
"10444",27928.553590874
"10445",41228.8446337517
"10446",12816.1326936955
"10447",89322.1684648146
"10448",140661.276267365
"10449",16950.5226566587
"10450",199308.527947455
"10451",71357.25592557
"10452",153749.102810311
"10453",10827.3317715526
"10454",12455.0433714957
"10455",94860.524071255
"10456",71458.9380061249
"10457",7584.93210846678
"10458",92252.2384760295
"10459",91686.9938064613
"10460",93080.4330301813
"10461",17197.0625673997
"10462",23691.3831793736
"10463",41749.3634455355
"10464",167898.920525519
"10465",87728.1665583371
"10466",14565.1666651147
"10467",189381.864030986
"10468",5739.28829614998
"10469",82183.9932536769
"10470",19625.9833666832
"10471",35944.2606006414
"10472",16626.8105516093
"10473",-61.4820125092255
"10474",25333.7904290019
"10475",50335.9229916242
"10476",21547.9091988527
"10477",65006.1324817113
"10478",12988.1466506845
"10479",72974.0193667732
"10480",75825.7620338397
"10481",29809.4966401688
"10482",44349.2995812731
"10483",136622.46974706
"10484",26548.7855863151
"10485",40554.4316582651
"10486",59756.0788714415
"10487",2438.8926435089
"10488",73097.7029634991
"10489",12235.5996019721
"10490",80987.616162337
"10491",43740.455236515
"10492",13290.9231508549
"10493",16297.0151398574
"10494",73347.6656742517
"10495",142512.567128574
"10496",12566.4690097441
"10497",83869.9703771574
"10498",65008.570263231
"10499",12868.6328765747
"10500",22477.9894707134
"10501",136867.17736585
"10502",65851.6590045904
"10503",8645.9740998228
"10504",6374.41679519299
"10505",38473.8157661204
"10506",54554.3483052346
"10507",27541.7686712705
"10508",15377.3046050797
"10509",16760.2787003736
"10510",24723.7134645983
"10511",38624.6848139441
"10512",62449.822124734
"10513",31378.3556020475
"10514",154543.617849959
"10515",39726.3566907424
"10516",17791.5774820034
"10517",46089.4366052017
"10518",37471.5958083806
"10519",22496.5336420197
"10520",35705.9950929436
"10521",23145.9682764866
"10522",94358.4097651061
"10523",16276.5694856555
"10524",25669.6978464817
"10525",18857.3426267372
"10526",23167.2761162618
"10527",50350.0559186997
"10528",8354.83842605321
"10529",2072183.4773881
"10530",7515.39266558463
"10531",95727.8233319516
"10532",86896.2508388672
"10533",119090.958731
"10534",58256.0078691062
"10535",15465.4186730733
"10536",26813.8533377588
"10537",118.400899248848
"10538",167666.090653061
"10539",507930.410302405
"10540",815523.136159527
"10541",23480.4228141449
"10542",4274.23538827873
"10543",39712.2202161561
"10544",43340.8244286481
"10545",11129.827096417
"10546",19630.7328290364
"10547",292174.881180379
"10548",60904.8457817358
"10549",38421.3535820694
"10550",37556.2375846871
"10551",86271.8202407466
"10552",125635.091403049
"10553",62341.5283708452
"10554",9342.86398180197
"10555",29685.8081225688
"10556",95502.7822689666
"10557",2568.54158734085
"10558",50843.0845669684
"10559",44367.9330300782
"10560",160502.553380849
"10561",47237.0837800428
"10562",21650.9968904815
"10563",-2512.20761604162
"10564",12911.7142827228
"10565",177290.332776017
"10566",8735.32692717907
"10567",136191.816186412
"10568",6260.9566622556
"10569",66858.4696214336
"10570",16083.0630869085
"10571",43227.5180423579
"10572",9652.7496020561
"10573",186561.38643096
"10574",22830.9940869663
"10575",91139.4443443336
"10576",80261.6130853928
"10577",142810.423156198
"10578",20105.0766543615
"10579",188923.923596487
"10580",13323.3280730334
"10581",106035.890583894
"10582",4790.30207181065
"10583",33365.3438039141
"10584",19226.2210391528
"10585",23557.9979104895
"10586",8659.15273745384
"10587",22809.4538283784
"10588",13200.00447986
"10589",106914.239995437
"10590",37327.6872635686
"10591",89220.8660888485
"10592",186605.822435807
"10593",153364.081587666
"10594",6040.82011313034
"10595",361489.763881923
"10596",83615.2506007648
"10597",18493.6540086533
"10598",129896.481335449
"10599",12451.3158933268
"10600",83183.3419305236
"10601",51321.7288076366
"10602",39962.409915098
"10603",116867.793160238
"10604",14781.9133833939
"10605",8854.29509136897
"10606",19594.6735759909
"10607",98329.9053999348
"10608",22130.3699778515
"10609",20215.8675233014
"10610",86773.6593284124
"10611",2021.48801307221
"10612",11954.227128608
"10613",2070186.84686897
"10614",57949.9394655564
"10615",90964.5056299386
"10616",290345.517883284
"10617",68751.0839936471
"10618",25062.5184123345
"10619",2410.6976800556
"10620",29458.3859022623
"10621",65183.4396911914
"10622",5316.56711057626
"10623",72757.7881569432
"10624",174963.080941522
"10625",15849.102928245
"10626",32087.3076912039
"10627",100951.510348175
"10628",13406.7169815509
"10629",161883.780240454
"10630",149899.710816603
"10631",135347.958873604
"10632",64194.9207531238
"10633",32480.5747431478
"10634",48533.791549821
"10635",36451.5246182816
"10636",8842.48599665835
"10637",77660.345009259
"10638",137199.933352199
"10639",167929.936800248
"10640",177285.490566296
"10641",33111.391469056
"10642",93189.434181953
"10643",17399.3212978045
"10644",26797.7045650261
"10645",233190.93309129
"10646",103044.059702914
"10647",13062.3067587893
"10648",23569.6210631331
"10649",29852.8338778739
"10650",14936.7954769255
"10651",41060.2848578414
"10652",43374.7711682257
"10653",160703.604241633
"10654",-1100.17602092031
"10655",108712.668084223
"10656",26631.55506056
"10657",67276.9376189066
"10658",38806.7247561324
"10659",140648.01629922
"10660",199295.66048983
"10661",37224.444545821
"10662",84409.1006521564
"10663",19721.7749620693
"10664",29840.7665334331
"10665",70178.0650092243
"10666",44886.7063037664
"10667",235152.990580615
"10668",45474.1276403298
"10669",27070.146230927
"10670",13822.1485703152
"10671",22861.5894344706
"10672",31886.9139752911
"10673",42359.2371806819
"10674",22532.3281627948
"10675",59505.7835272123
"10676",61365.467790941
"10677",130420.314140352
"10678",22731.6382462661
"10679",40184.6351460817
"10680",19234.0239843162
"10681",235058.996644557
"10682",2068860.28781308
"10683",87731.576061104
"10684",49792.1658664055
"10685",45423.3856222401
"10686",12758.718646634
"10687",21299.9882804435
"10688",54237.1224955911
"10689",14757.3308413112
"10690",68438.7200785692
"10691",89580.2835674968
"10692",30640.6981865496
"10693",73475.106116439
"10694",168843.974524878
"10695",6864.04284696674
"10696",41943.6011633478
"10697",88253.3138517108
"10698",8131.94554424487
"10699",10864.0267968275
"10700",62668.77322322
"10701",136956.316006019
"10702",12595.8300083485
"10703",10268.4500152061
"10704",46404.5776315891
"10705",17681.856540631
"10706",12344.6485973855
"10707",816968.303813347
"10708",60971.2574431815
"10709",10852.0395693198
"10710",52644.8709405557
"10711",505412.22830117
"10712",89409.9232881265
"10713",64638.8597868604
"10714",93800.9359766777
"10715",14933.5220858538
"10716",24793.4993021583
"10717",33695.7476077
"10718",88226.6847873182
"10719",79444.4623531271
"10720",558.127809536235
"10721",6242.32425776452
"10722",52520.7699698394
"10723",43348.3485805259
"10724",148315.834876407
"10725",40028.9025149005
"10726",24618.2382689042
"10727",34091.0405466331
"10728",52799.7912865027
"10729",92494.7411245009
"10730",2069991.54229482
"10731",6816.27648194504
"10732",-695.655314464963
"10733",24055.9563220201
"10734",141054.626956398
"10735",7346.20954023066
"10736",137228.819364692
"10737",62581.4851465645
"10738",135367.495112477
"10739",44164.9451930599
"10740",42517.3641090968
"10741",61147.4611104335
"10742",13576.8311109455
"10743",41503.1623200835
"10744",71731.918874211
"10745",46240.825686976
"10746",71519.5922443786
"10747",160059.510570139
"10748",74568.3978214263
"10749",59949.7066348652
"10750",95680.3634926213
"10751",93999.016171465
"10752",94434.7422744187
"10753",16031.281201654
"10754",42176.2892938636
"10755",7071.85430771551
"10756",20631.9949679896
"10757",70196.2199067437
"10758",29413.0627573176
"10759",11638.0025899044
"10760",42879.6994287586
"10761",99046.8621832512
"10762",33241.3998705607
"10763",28079.3000156963
"10764",68510.9566282884
"10765",37988.0969400158
"10766",117962.110268365
"10767",24624.6272144929
"10768",23308.5437016131
"10769",99433.859784106
"10770",161717.718749829
"10771",15808.0593627593
"10772",124300.519246856
"10773",93533.9183360958
"10774",87113.480189605
"10775",10330.6484024266
"10776",30621.8405440867
"10777",78447.2699297672
"10778",46350.8939412067
"10779",40663.6842751714
"10780",46729.7628348274
"10781",62674.0066510888
"10782",816110.690052052
"10783",1559.07075051484
"10784",10481.7920953564
"10785",8422.27976647643
"10786",47841.6823900028
"10787",26046.7368365717
"10788",199261.203925488
"10789",50638.7933074052
"10790",90500.9290366071
"10791",66703.2651564333
"10792",129842.786930203
"10793",122937.41750057
"10794",20876.2570630041
"10795",22877.1646275444
"10796",9387.32741731845
"10797",20539.1795264529
"10798",83780.7877873504
"10799",31648.4183974285
"10800",176744.876870984
"10801",188800.780751432
"10802",67330.8168614916
"10803",41234.3260014275
"10804",16806.0421291468
"10805",97139.7791353889
"10806",27354.7936451963
"10807",133014.699167071
"10808",62069.6434133473
"10809",23694.0029900795
"10810",187768.671788379
"10811",26866.3086255262
"10812",815022.8639275
"10813",6810.27326637206
"10814",15947.5033546574
"10815",27437.6815023315
"10816",87973.9071552268
"10817",22328.247937203
"10818",61608.1174122089
"10819",14823.1787928962
"10820",44435.7243209176
"10821",116028.799045141
"10822",67664.9253917599
"10823",70210.1459464704
"10824",26383.5546725166
"10825",29318.1468996405
"10826",35196.9209250052
"10827",815125.702544656
"10828",4021.54927181166
"10829",68714.4587016663
"10830",130764.762186192
"10831",73155.1618462577
"10832",99439.8405947506
"10833",25426.3302665439
"10834",5744.84051824366
"10835",69924.9301495929
"10836",125813.862542959
"10837",199211.985559241
"10838",46949.0666448595
"10839",56980.6750238696
"10840",24559.2779627077
"10841",74154.7461662565
"10842",55000.9243476573
"10843",16928.7693314653
"10844",76800.7070588027
"10845",20766.5679184136
"10846",292132.462598202
"10847",11977.7521439465
"10848",3424.82038479663
"10849",158137.974011575
"10850",50677.9640882682
"10851",12282.2191956052
"10852",93706.1795632937
"10853",24052.7235823594
"10854",73971.194516537
"10855",15301.837515415
"10856",44287.1748890317
"10857",27639.9871902637
"10858",6837.45368745048
"10859",19474.1263257123
"10860",6399.42177426471
"10861",11395.796823703
"10862",12458.6046716696
"10863",124703.972283067
"10864",3641.79314593008
"10865",13420.4307646938
"10866",101732.772917285
"10867",102865.128786503
"10868",361469.409614865
"10869",7578.93903978737
"10870",101768.979420717
"10871",235326.880523414
"10872",5290.72544394301
"10873",15719.4331925063
"10874",14261.6577658379
"10875",23989.0784792075
"10876",9891.59556873077
"10877",125369.858158239
"10878",66087.2254096558
"10879",85233.0334650402
"10880",9157.86460589412
"10881",37017.6012475346
"10882",53767.7971567903
"10883",24337.0222056109
"10884",43858.6349368972
"10885",9627.32155413347
"10886",73029.8492082893
"10887",72621.6074118021
"10888",2070436.74215713
"10889",176488.491227525
"10890",12440.7692784175
"10891",2322.77224847249
"10892",42377.5332491941
"10893",1017.190914901
"10894",187161.916139324
"10895",8610.59764847598
"10896",69913.8753600019
"10897",142788.81793083
"10898",91973.866691948
"10899",2743.6460900172
"10900",40945.5820586276
"10901",147210.522810776
"10902",19232.7820639633
"10903",73445.7007889517
"10904",100570.327270264
"10905",19450.7898258099
"10906",7069.47102667504
"10907",68903.2674115519
"10908",66404.598553756
"10909",4235.24934851031
"10910",16301.9990096399
"10911",21439.8867527634
"10912",16033.9516779617
"10913",148001.040808039
"10914",199767.548442269
"10915",814862.555087894
"10916",72115.3510786091
"10917",506611.838122867
"10918",814159.817000425
"10919",97086.8927133077
"10920",83571.6083089564
"10921",51183.1381112634
"10922",29544.0041129258
"10923",90746.680236277
"10924",39257.4890704109
"10925",20087.3597209091
"10926",186139.898752585
"10927",27312.5530052731
"10928",8911.59203664391
"10929",106159.709902813
